player,team,lg,season,replaced,conference,team_captain
Bam Adebayo,East,NBA,2024,FALSE,East,N/A
Giannis Antetokounmpo,East,NBA,2024,FALSE,East,N/A
Paolo Banchero,East,NBA,2024,FALSE,East,N/A
Scottie Barnes,East,NBA,2024,FALSE,East,N/A
Jaylen Brown,East,NBA,2024,FALSE,East,N/A
Jalen Brunson,East,NBA,2024,FALSE,East,N/A
Joel Embiid,East,NBA,2024,FALSE,East,N/A
Tyrese Haliburton,East,NBA,2024,FALSE,East,N/A
Damian Lillard,East,NBA,2024,FALSE,East,N/A
Tyrese Maxey,East,NBA,2024,FALSE,East,N/A
Donovan Mitchell,East,NBA,2024,FALSE,East,N/A
Julius Randle,East,NBA,2024,FALSE,East,N/A
Jayson Tatum,East,NBA,2024,FALSE,East,N/A
Trae Young,East,NBA,2024,FALSE,East,N/A
Devin Booker,West,NBA,2024,FALSE,West,N/A
Stephen Curry,West,NBA,2024,FALSE,West,N/A
Anthony Davis,West,NBA,2024,FALSE,West,N/A
Luka Dončić,West,NBA,2024,FALSE,West,N/A
Kevin Durant,West,NBA,2024,FALSE,West,N/A
Anthony Edwards,West,NBA,2024,FALSE,West,N/A
Paul George,West,NBA,2024,FALSE,West,N/A
Shai Gilgeous-Alexander,West,NBA,2024,FALSE,West,N/A
LeBron James,West,NBA,2024,FALSE,West,N/A
Nikola Jokić,West,NBA,2024,FALSE,West,N/A
Kawhi Leonard,West,NBA,2024,FALSE,West,N/A
Karl-Anthony Towns,West,NBA,2024,FALSE,West,N/A
Bam Adebayo,Team Giannis,NBA,2023,FALSE,East,Giannis
Giannis Antetokounmpo,Team Giannis,NBA,2023,FALSE,East,Giannis
DeMar DeRozan,Team Giannis,NBA,2023,FALSE,East,Giannis
Kevin Durant,Team Giannis,NBA,2023,FALSE,East,Giannis
Shai Gilgeous-Alexander,Team Giannis,NBA,2023,FALSE,East,Giannis
Jrue Holiday,Team Giannis,NBA,2023,FALSE,East,Giannis
Damian Lillard,Team Giannis,NBA,2023,FALSE,East,Giannis
Lauri Markkanen,Team Giannis,NBA,2023,FALSE,East,Giannis
Donovan Mitchell,Team Giannis,NBA,2023,FALSE,East,Giannis
Ja Morant,Team Giannis,NBA,2023,FALSE,East,Giannis
Domantas Sabonis,Team Giannis,NBA,2023,FALSE,East,Giannis
Pascal Siakam,Team Giannis,NBA,2023,FALSE,East,Giannis
Jayson Tatum,Team Giannis,NBA,2023,FALSE,East,Giannis
Jaylen Brown,Team LeBron,NBA,2023,FALSE,West,LeBron
Stephen Curry,Team LeBron,NBA,2023,FALSE,West,LeBron
Luka Dončić,Team LeBron,NBA,2023,FALSE,West,LeBron
Anthony Edwards,Team LeBron,NBA,2023,FALSE,West,LeBron
Joel Embiid,Team LeBron,NBA,2023,FALSE,West,LeBron
De'Aaron Fox,Team LeBron,NBA,2023,FALSE,West,LeBron
Paul George,Team LeBron,NBA,2023,FALSE,West,LeBron
Tyrese Haliburton,Team LeBron,NBA,2023,FALSE,West,LeBron
Kyrie Irving,Team LeBron,NBA,2023,FALSE,West,LeBron
Jaren Jackson Jr.,Team LeBron,NBA,2023,FALSE,West,LeBron
LeBron James,Team LeBron,NBA,2023,FALSE,West,LeBron
Nikola Jokić,Team LeBron,NBA,2023,FALSE,West,LeBron
Julius Randle,Team LeBron,NBA,2023,FALSE,West,LeBron
Zion Williamson,Team LeBron,NBA,2023,FALSE,West,LeBron
LaMelo Ball,Team Durant,NBA,2022,FALSE,East,Durant
Devin Booker,Team Durant,NBA,2022,FALSE,East,Durant
Kevin Durant,Team Durant,NBA,2022,FALSE,East,Durant
Joel Embiid,Team Durant,NBA,2022,FALSE,East,Durant
Rudy Gobert,Team Durant,NBA,2022,FALSE,East,Durant
Draymond Green,Team Durant,NBA,2022,FALSE,East,Durant
Zach LaVine,Team Durant,NBA,2022,FALSE,East,Durant
Khris Middleton,Team Durant,NBA,2022,FALSE,East,Durant
Ja Morant,Team Durant,NBA,2022,FALSE,East,Durant
Dejounte Murray,Team Durant,NBA,2022,FALSE,East,Durant
Jayson Tatum,Team Durant,NBA,2022,FALSE,East,Durant
Karl-Anthony Towns,Team Durant,NBA,2022,FALSE,East,Durant
Andrew Wiggins,Team Durant,NBA,2022,FALSE,East,Durant
Trae Young,Team Durant,NBA,2022,FALSE,East,Durant
Jarrett Allen,Team LeBron,NBA,2022,FALSE,West,LeBron
Giannis Antetokounmpo,Team LeBron,NBA,2022,FALSE,West,LeBron
Jimmy Butler,Team LeBron,NBA,2022,FALSE,West,LeBron
Stephen Curry,Team LeBron,NBA,2022,FALSE,West,LeBron
DeMar DeRozan,Team LeBron,NBA,2022,FALSE,West,LeBron
Luka Dončić,Team LeBron,NBA,2022,FALSE,West,LeBron
Darius Garland,Team LeBron,NBA,2022,FALSE,West,LeBron
James Harden,Team LeBron,NBA,2022,FALSE,West,LeBron
LeBron James,Team LeBron,NBA,2022,FALSE,West,LeBron
Nikola Jokić,Team LeBron,NBA,2022,FALSE,West,LeBron
Donovan Mitchell,Team LeBron,NBA,2022,FALSE,West,LeBron
Chris Paul,Team LeBron,NBA,2022,FALSE,West,LeBron
Fred VanVleet,Team LeBron,NBA,2022,FALSE,West,LeBron
Bradley Beal,Team Durant,NBA,2021,FALSE,East,Durant
Devin Booker,Team Durant,NBA,2021,FALSE,East,Durant
Mike Conley,Team Durant,NBA,2021,FALSE,East,Durant
Anthony Davis,Team Durant,NBA,2021,FALSE,East,Durant
Kevin Durant,Team Durant,NBA,2021,FALSE,East,Durant
Joel Embiid,Team Durant,NBA,2021,FALSE,East,Durant
James Harden,Team Durant,NBA,2021,FALSE,East,Durant
Kyrie Irving,Team Durant,NBA,2021,FALSE,East,Durant
Zach LaVine,Team Durant,NBA,2021,FALSE,East,Durant
Kawhi Leonard,Team Durant,NBA,2021,FALSE,East,Durant
Donovan Mitchell,Team Durant,NBA,2021,FALSE,East,Durant
Julius Randle,Team Durant,NBA,2021,FALSE,East,Durant
Jayson Tatum,Team Durant,NBA,2021,FALSE,East,Durant
Nikola Vučević,Team Durant,NBA,2021,FALSE,East,Durant
Zion Williamson,Team Durant,NBA,2021,FALSE,East,Durant
Giannis Antetokounmpo,Team LeBron,NBA,2021,FALSE,West,LeBron
Jaylen Brown,Team LeBron,NBA,2021,FALSE,West,LeBron
Stephen Curry,Team LeBron,NBA,2021,FALSE,West,LeBron
Luka Dončić,Team LeBron,NBA,2021,FALSE,West,LeBron
Paul George,Team LeBron,NBA,2021,FALSE,West,LeBron
Rudy Gobert,Team LeBron,NBA,2021,FALSE,West,LeBron
LeBron James,Team LeBron,NBA,2021,FALSE,West,LeBron
Nikola Jokić,Team LeBron,NBA,2021,FALSE,West,LeBron
Damian Lillard,Team LeBron,NBA,2021,FALSE,West,LeBron
Chris Paul,Team LeBron,NBA,2021,FALSE,West,LeBron
Domantas Sabonis,Team LeBron,NBA,2021,FALSE,West,LeBron
Ben Simmons,Team LeBron,NBA,2021,FALSE,West,LeBron
Bam Adebayo,Team Giannis,NBA,2020,FALSE,East,Giannis
Giannis Antetokounmpo,Team Giannis,NBA,2020,FALSE,East,Giannis
Jimmy Butler,Team Giannis,NBA,2020,FALSE,East,Giannis
Joel Embiid,Team Giannis,NBA,2020,FALSE,East,Giannis
Rudy Gobert,Team Giannis,NBA,2020,FALSE,East,Giannis
Brandon Ingram,Team Giannis,NBA,2020,FALSE,East,Giannis
Kyle Lowry,Team Giannis,NBA,2020,FALSE,East,Giannis
Khris Middleton,Team Giannis,NBA,2020,FALSE,East,Giannis
Donovan Mitchell,Team Giannis,NBA,2020,FALSE,East,Giannis
Pascal Siakam,Team Giannis,NBA,2020,FALSE,East,Giannis
Kemba Walker,Team Giannis,NBA,2020,FALSE,East,Giannis
Trae Young,Team Giannis,NBA,2020,FALSE,East,Giannis
Devin Booker,Team LeBron,NBA,2020,FALSE,West,LeBron
Anthony Davis,Team LeBron,NBA,2020,FALSE,West,LeBron
Luka Dončić,Team LeBron,NBA,2020,FALSE,West,LeBron
James Harden,Team LeBron,NBA,2020,FALSE,West,LeBron
LeBron James,Team LeBron,NBA,2020,FALSE,West,LeBron
Nikola Jokić,Team LeBron,NBA,2020,FALSE,West,LeBron
Kawhi Leonard,Team LeBron,NBA,2020,FALSE,West,LeBron
Damian Lillard,Team LeBron,NBA,2020,FALSE,West,LeBron
Chris Paul,Team LeBron,NBA,2020,FALSE,West,LeBron
Domantas Sabonis,Team LeBron,NBA,2020,FALSE,West,LeBron
Ben Simmons,Team LeBron,NBA,2020,FALSE,West,LeBron
Jayson Tatum,Team LeBron,NBA,2020,FALSE,West,LeBron
Russell Westbrook,Team LeBron,NBA,2020,FALSE,West,LeBron
Giannis Antetokounmpo,Team Giannis,NBA,2019,FALSE,East,Giannis
Stephen Curry,Team Giannis,NBA,2019,FALSE,East,Giannis
Joel Embiid,Team Giannis,NBA,2019,FALSE,East,Giannis
Paul George,Team Giannis,NBA,2019,FALSE,East,Giannis
Blake Griffin,Team Giannis,NBA,2019,FALSE,East,Giannis
Nikola Jokić,Team Giannis,NBA,2019,FALSE,East,Giannis
Kyle Lowry,Team Giannis,NBA,2019,FALSE,East,Giannis
Khris Middleton,Team Giannis,NBA,2019,FALSE,East,Giannis
Dirk Nowitzki,Team Giannis,NBA,2019,FALSE,East,Giannis
Victor Oladipo,Team Giannis,NBA,2019,TRUE,East,Giannis
D'Angelo Russell,Team Giannis,NBA,2019,FALSE,East,Giannis
Nikola Vučević,Team Giannis,NBA,2019,FALSE,East,Giannis
Kemba Walker,Team Giannis,NBA,2019,FALSE,East,Giannis
Russell Westbrook,Team Giannis,NBA,2019,FALSE,East,Giannis
LaMarcus Aldridge,Team LeBron,NBA,2019,FALSE,West,LeBron
Bradley Beal,Team LeBron,NBA,2019,FALSE,West,LeBron
Anthony Davis,Team LeBron,NBA,2019,FALSE,West,LeBron
Kevin Durant,Team LeBron,NBA,2019,FALSE,West,LeBron
James Harden,Team LeBron,NBA,2019,FALSE,West,LeBron
Kyrie Irving,Team LeBron,NBA,2019,FALSE,West,LeBron
LeBron James,Team LeBron,NBA,2019,FALSE,West,LeBron
Kawhi Leonard,Team LeBron,NBA,2019,FALSE,West,LeBron
Damian Lillard,Team LeBron,NBA,2019,FALSE,West,LeBron
Ben Simmons,Team LeBron,NBA,2019,FALSE,West,LeBron
Klay Thompson,Team LeBron,NBA,2019,FALSE,West,LeBron
Karl-Anthony Towns,Team LeBron,NBA,2019,FALSE,West,LeBron
Dwyane Wade,Team LeBron,NBA,2019,FALSE,West,LeBron
LaMarcus Aldridge,Team LeBron,NBA,2018,FALSE,West,LeBron
Bradley Beal,Team LeBron,NBA,2018,FALSE,West,LeBron
DeMarcus Cousins,Team LeBron,NBA,2018,TRUE,West,LeBron
Anthony Davis,Team LeBron,NBA,2018,FALSE,West,LeBron
Goran Dragić,Team LeBron,NBA,2018,FALSE,West,LeBron
Andre Drummond,Team LeBron,NBA,2018,FALSE,West,LeBron
Kevin Durant,Team LeBron,NBA,2018,FALSE,West,LeBron
Paul George,Team LeBron,NBA,2018,FALSE,West,LeBron
Kyrie Irving,Team LeBron,NBA,2018,FALSE,West,LeBron
LeBron James,Team LeBron,NBA,2018,FALSE,West,LeBron
Kevin Love,Team LeBron,NBA,2018,TRUE,West,LeBron
Victor Oladipo,Team LeBron,NBA,2018,FALSE,West,LeBron
Kristaps Porziņģis,Team LeBron,NBA,2018,TRUE,West,LeBron
Kemba Walker,Team LeBron,NBA,2018,FALSE,West,LeBron
John Wall,Team LeBron,NBA,2018,TRUE,West,LeBron
Russell Westbrook,Team LeBron,NBA,2018,FALSE,West,LeBron
Giannis Antetokounmpo,Team Stephen,NBA,2018,FALSE,West,Stephen
Jimmy Butler,Team Stephen,NBA,2018,TRUE,West,Stephen
Stephen Curry,Team Stephen,NBA,2018,FALSE,West,Stephen
DeMar DeRozan,Team Stephen,NBA,2018,FALSE,West,Stephen
Joel Embiid,Team Stephen,NBA,2018,FALSE,West,Stephen
Draymond Green,Team Stephen,NBA,2018,FALSE,West,Stephen
James Harden,Team Stephen,NBA,2018,FALSE,West,Stephen
Al Horford,Team Stephen,NBA,2018,FALSE,West,Stephen
Damian Lillard,Team Stephen,NBA,2018,FALSE,West,Stephen
Kyle Lowry,Team Stephen,NBA,2018,FALSE,West,Stephen
Klay Thompson,Team Stephen,NBA,2018,FALSE,West,Stephen
Karl-Anthony Towns,Team Stephen,NBA,2018,FALSE,West,Stephen
Giannis Antetokounmpo,East,NBA,2017,FALSE,East,N/A
Carmelo Anthony,East,NBA,2017,FALSE,East,N/A
Jimmy Butler,East,NBA,2017,FALSE,East,N/A
DeMar DeRozan,East,NBA,2017,FALSE,East,N/A
Paul George,East,NBA,2017,FALSE,East,N/A
Kyrie Irving,East,NBA,2017,FALSE,East,N/A
LeBron James,East,NBA,2017,FALSE,East,N/A
Kevin Love,East,NBA,2017,TRUE,East,N/A
Kyle Lowry,East,NBA,2017,FALSE,East,N/A
Paul Millsap,East,NBA,2017,FALSE,East,N/A
Isaiah Thomas,East,NBA,2017,FALSE,East,N/A
Kemba Walker,East,NBA,2017,FALSE,East,N/A
John Wall,East,NBA,2017,FALSE,East,N/A
DeMarcus Cousins,West,NBA,2017,FALSE,West,N/A
Stephen Curry,West,NBA,2017,FALSE,West,N/A
Anthony Davis,West,NBA,2017,FALSE,West,N/A
Kevin Durant,West,NBA,2017,FALSE,West,N/A
Marc Gasol,West,NBA,2017,FALSE,West,N/A
Draymond Green,West,NBA,2017,FALSE,West,N/A
James Harden,West,NBA,2017,FALSE,West,N/A
Gordon Hayward,West,NBA,2017,FALSE,West,N/A
DeAndre Jordan,West,NBA,2017,FALSE,West,N/A
Kawhi Leonard,West,NBA,2017,FALSE,West,N/A
Klay Thompson,West,NBA,2017,FALSE,West,N/A
Russell Westbrook,West,NBA,2017,FALSE,West,N/A
Carmelo Anthony,East,NBA,2016,FALSE,East,N/A
Chris Bosh,East,NBA,2016,TRUE,East,N/A
Jimmy Butler,East,NBA,2016,TRUE,East,N/A
DeMar DeRozan,East,NBA,2016,FALSE,East,N/A
Andre Drummond,East,NBA,2016,FALSE,East,N/A
Pau Gasol,East,NBA,2016,FALSE,East,N/A
Paul George,East,NBA,2016,FALSE,East,N/A
Al Horford,East,NBA,2016,FALSE,East,N/A
LeBron James,East,NBA,2016,FALSE,East,N/A
Kyle Lowry,East,NBA,2016,FALSE,East,N/A
Paul Millsap,East,NBA,2016,FALSE,East,N/A
Isaiah Thomas,East,NBA,2016,FALSE,East,N/A
Dwyane Wade,East,NBA,2016,FALSE,East,N/A
John Wall,East,NBA,2016,FALSE,East,N/A
LaMarcus Aldridge,West,NBA,2016,FALSE,West,N/A
Kobe Bryant,West,NBA,2016,FALSE,West,N/A
DeMarcus Cousins,West,NBA,2016,FALSE,West,N/A
Stephen Curry,West,NBA,2016,FALSE,West,N/A
Anthony Davis,West,NBA,2016,FALSE,West,N/A
Kevin Durant,West,NBA,2016,FALSE,West,N/A
Draymond Green,West,NBA,2016,FALSE,West,N/A
James Harden,West,NBA,2016,FALSE,West,N/A
Kawhi Leonard,West,NBA,2016,FALSE,West,N/A
Chris Paul,West,NBA,2016,FALSE,West,N/A
Klay Thompson,West,NBA,2016,FALSE,West,N/A
Russell Westbrook,West,NBA,2016,FALSE,West,N/A
Carmelo Anthony,East,NBA,2015,FALSE,East,N/A
Chris Bosh,East,NBA,2015,FALSE,East,N/A
Jimmy Butler,East,NBA,2015,FALSE,East,N/A
Pau Gasol,East,NBA,2015,FALSE,East,N/A
Al Horford,East,NBA,2015,FALSE,East,N/A
Kyrie Irving,East,NBA,2015,FALSE,East,N/A
LeBron James,East,NBA,2015,FALSE,East,N/A
Kyle Korver,East,NBA,2015,FALSE,East,N/A
Kyle Lowry,East,NBA,2015,FALSE,East,N/A
Paul Millsap,East,NBA,2015,FALSE,East,N/A
Jeff Teague,East,NBA,2015,FALSE,East,N/A
Dwyane Wade,East,NBA,2015,FALSE,East,N/A
John Wall,East,NBA,2015,FALSE,East,N/A
LaMarcus Aldridge,West,NBA,2015,FALSE,West,N/A
Kobe Bryant,West,NBA,2015,FALSE,West,N/A
DeMarcus Cousins,West,NBA,2015,FALSE,West,N/A
Stephen Curry,West,NBA,2015,FALSE,West,N/A
Anthony Davis,West,NBA,2015,FALSE,West,N/A
Tim Duncan,West,NBA,2015,FALSE,West,N/A
Kevin Durant,West,NBA,2015,FALSE,West,N/A
Marc Gasol,West,NBA,2015,FALSE,West,N/A
Blake Griffin,West,NBA,2015,FALSE,West,N/A
James Harden,West,NBA,2015,FALSE,West,N/A
Damian Lillard,West,NBA,2015,FALSE,West,N/A
Dirk Nowitzki,West,NBA,2015,FALSE,West,N/A
Chris Paul,West,NBA,2015,FALSE,West,N/A
Klay Thompson,West,NBA,2015,FALSE,West,N/A
Russell Westbrook,West,NBA,2015,FALSE,West,N/A
Carmelo Anthony,East,NBA,2014,FALSE,East,N/A
Chris Bosh,East,NBA,2014,FALSE,East,N/A
DeMar DeRozan,East,NBA,2014,FALSE,East,N/A
Paul George,East,NBA,2014,FALSE,East,N/A
Roy Hibbert,East,NBA,2014,FALSE,East,N/A
Kyrie Irving,East,NBA,2014,FALSE,East,N/A
LeBron James,East,NBA,2014,FALSE,East,N/A
Joe Johnson,East,NBA,2014,FALSE,East,N/A
Paul Millsap,East,NBA,2014,FALSE,East,N/A
Joakim Noah,East,NBA,2014,FALSE,East,N/A
Dwyane Wade,East,NBA,2014,FALSE,East,N/A
John Wall,East,NBA,2014,FALSE,East,N/A
LaMarcus Aldridge,West,NBA,2014,FALSE,West,N/A
Kobe Bryant,West,NBA,2014,TRUE,West,N/A
Stephen Curry,West,NBA,2014,FALSE,West,N/A
Anthony Davis,West,NBA,2014,FALSE,West,N/A
Kevin Durant,West,NBA,2014,FALSE,West,N/A
Blake Griffin,West,NBA,2014,FALSE,West,N/A
James Harden,West,NBA,2014,FALSE,West,N/A
Dwight Howard,West,NBA,2014,FALSE,West,N/A
Damian Lillard,West,NBA,2014,FALSE,West,N/A
Kevin Love,West,NBA,2014,FALSE,West,N/A
Dirk Nowitzki,West,NBA,2014,FALSE,West,N/A
Tony Parker,West,NBA,2014,FALSE,West,N/A
Chris Paul,West,NBA,2014,FALSE,West,N/A
Carmelo Anthony,East,NBA,2013,FALSE,East,N/A
Chris Bosh,East,NBA,2013,FALSE,East,N/A
Tyson Chandler,East,NBA,2013,FALSE,East,N/A
Luol Deng,East,NBA,2013,FALSE,East,N/A
Kevin Garnett,East,NBA,2013,FALSE,East,N/A
Paul George,East,NBA,2013,FALSE,East,N/A
Jrue Holiday,East,NBA,2013,FALSE,East,N/A
Kyrie Irving,East,NBA,2013,FALSE,East,N/A
LeBron James,East,NBA,2013,FALSE,East,N/A
Brook Lopez,East,NBA,2013,FALSE,East,N/A
Joakim Noah,East,NBA,2013,FALSE,East,N/A
Rajon Rondo,East,NBA,2013,TRUE,East,N/A
Dwyane Wade,East,NBA,2013,FALSE,East,N/A
LaMarcus Aldridge,West,NBA,2013,FALSE,West,N/A
Kobe Bryant,West,NBA,2013,FALSE,West,N/A
Tim Duncan,West,NBA,2013,FALSE,West,N/A
Kevin Durant,West,NBA,2013,FALSE,West,N/A
Blake Griffin,West,NBA,2013,FALSE,West,N/A
James Harden,West,NBA,2013,FALSE,West,N/A
Dwight Howard,West,NBA,2013,FALSE,West,N/A
David Lee,West,NBA,2013,FALSE,West,N/A
Tony Parker,West,NBA,2013,FALSE,West,N/A
Chris Paul,West,NBA,2013,FALSE,West,N/A
Zach Randolph,West,NBA,2013,FALSE,West,N/A
Russell Westbrook,West,NBA,2013,FALSE,West,N/A
Carmelo Anthony,East,NBA,2012,FALSE,East,N/A
Chris Bosh,East,NBA,2012,FALSE,East,N/A
Luol Deng,East,NBA,2012,FALSE,East,N/A
Roy Hibbert,East,NBA,2012,FALSE,East,N/A
Dwight Howard,East,NBA,2012,FALSE,East,N/A
Andre Iguodala,East,NBA,2012,FALSE,East,N/A
LeBron James,East,NBA,2012,FALSE,East,N/A
Joe Johnson,East,NBA,2012,TRUE,East,N/A
Paul Pierce,East,NBA,2012,FALSE,East,N/A
Rajon Rondo,East,NBA,2012,FALSE,East,N/A
Derrick Rose,East,NBA,2012,FALSE,East,N/A
Dwyane Wade,East,NBA,2012,FALSE,East,N/A
Deron Williams,East,NBA,2012,FALSE,East,N/A
LaMarcus Aldridge,West,NBA,2012,FALSE,West,N/A
Kobe Bryant,West,NBA,2012,FALSE,West,N/A
Andrew Bynum,West,NBA,2012,FALSE,West,N/A
Kevin Durant,West,NBA,2012,FALSE,West,N/A
Marc Gasol,West,NBA,2012,FALSE,West,N/A
Blake Griffin,West,NBA,2012,FALSE,West,N/A
Kevin Love,West,NBA,2012,FALSE,West,N/A
Steve Nash,West,NBA,2012,FALSE,West,N/A
Dirk Nowitzki,West,NBA,2012,FALSE,West,N/A
Tony Parker,West,NBA,2012,FALSE,West,N/A
Chris Paul,West,NBA,2012,FALSE,West,N/A
Russell Westbrook,West,NBA,2012,FALSE,West,N/A
Ray Allen,East,NBA,2011,FALSE,East,N/A
Chris Bosh,East,NBA,2011,FALSE,East,N/A
Kevin Garnett,East,NBA,2011,FALSE,East,N/A
Al Horford,East,NBA,2011,FALSE,East,N/A
Dwight Howard,East,NBA,2011,FALSE,East,N/A
LeBron James,East,NBA,2011,FALSE,East,N/A
Joe Johnson,East,NBA,2011,FALSE,East,N/A
Paul Pierce,East,NBA,2011,FALSE,East,N/A
Rajon Rondo,East,NBA,2011,FALSE,East,N/A
Derrick Rose,East,NBA,2011,FALSE,East,N/A
Amar'e Stoudemire,East,NBA,2011,FALSE,East,N/A
Dwyane Wade,East,NBA,2011,FALSE,East,N/A
Carmelo Anthony,West,NBA,2011,FALSE,West,N/A
Kobe Bryant,West,NBA,2011,FALSE,West,N/A
Tim Duncan,West,NBA,2011,FALSE,West,N/A
Kevin Durant,West,NBA,2011,FALSE,West,N/A
Pau Gasol,West,NBA,2011,FALSE,West,N/A
Manu Ginóbili,West,NBA,2011,FALSE,West,N/A
Blake Griffin,West,NBA,2011,FALSE,West,N/A
Kevin Love,West,NBA,2011,FALSE,West,N/A
Yao Ming,West,NBA,2011,TRUE,West,N/A
Dirk Nowitzki,West,NBA,2011,FALSE,West,N/A
Chris Paul,West,NBA,2011,FALSE,West,N/A
Russell Westbrook,West,NBA,2011,FALSE,West,N/A
