season,team,off_avg,def_avg,total_player
1993,Boston Celtics,101.47058823529412,107.41176470588235,17
1993,Washington Bullets,107.63157894736842,111.05263157894737,19
1993,Miami Heat,107.46153846153847,108.76923076923077,13
1993,Phoenix Suns,105,106.66666666666667,15
1993,Los Angeles Clippers,93.13333333333334,108.06666666666666,15
1993,Charlotte Hornets,104.46666666666667,109.4,15
1993,Golden State Warriors,106.85,110.7,20
1993,Detroit Pistons,100.8125,108.5625,16
1993,Philadelphia 76ers,100.07142857142857,110.14285714285714,14
1993,Sacramento Kings,106.8125,110.1875,16
1993,Orlando Magic,103.5,107.125,16
1993,New York Knicks,103.46153846153847,99.6923076923077,13
1993,San Antonio Spurs,103.875,107.5,16
1993,Chicago Bulls,105.23529411764706,105.70588235294117,17
1993,Seattle SuperSonics,110.5,105.07142857142857,14
1993,New Jersey Nets,106.77777777777777,105.55555555555556,18
1993,Minnesota Timberwolves,96.2,112.93333333333334,15
1993,Cleveland Cavaliers,108.92857142857143,105.35714285714286,14
1993,Dallas Mavericks,97.83333333333333,114.33333333333333,18
1993,Denver Nuggets,102.42857142857143,106.92857142857143,14
1993,Portland Trail Blazers,103.57142857142857,105.92857142857143,14
1993,Houston Rockets,101.42857142857143,106.28571428571429,14
1993,Indiana Pacers,108,109.92307692307692,13
1993,Utah Jazz,103.2,107.73333333333333,15
1992,Los Angeles Lakers,99.73333333333333,109,15
1992,Washington Bullets,96,107.9375,16
1992,Portland Trail Blazers,107.85714285714286,104.42857142857143,14
1992,Miami Heat,107.3125,111.6875,16
1992,Atlanta Hawks,107.6,109.4,15
1992,Golden State Warriors,NA,109.57894736842105,19
1992,Milwaukee Bucks,105.57142857142857,109.57142857142857,14
1992,Phoenix Suns,109.6923076923077,106.23076923076923,13
1992,Sacramento Kings,108.625,110.5625,16
1992,Orlando Magic,98.29411764705883,110.76470588235294,17
1992,Denver Nuggets,103.13333333333334,109.2,15
1992,Charlotte Hornets,NA,110.55555555555556,18
1992,New York Knicks,98.66666666666667,105.06666666666666,15
1992,San Antonio Spurs,106.5,105.8,20
1992,Philadelphia 76ers,97.9375,110.1875,16
1992,Houston Rockets,NA,110.25,16
1992,Chicago Bulls,103.875,106.25,16
1992,Seattle SuperSonics,106.64285714285714,109.42857142857143,14
1992,Detroit Pistons,102.85714285714286,105.21428571428571,14
1992,Utah Jazz,105.28571428571429,106.64285714285714,14
1992,Los Angeles Clippers,97.6470588235294,104.82352941176471,17
1992,Cleveland Cavaliers,108.6875,109.3125,16
1992,Dallas Mavericks,100.11764705882354,110.88235294117646,17
1992,Boston Celtics,107.61111111111111,107.83333333333333,18
1992,New Jersey Nets,105.92307692307692,109.23076923076923,13
1992,Indiana Pacers,106.4,109.8,15
1992,Minnesota Timberwolves,103.25,111.8125,16
1991,Los Angeles Lakers,105.15384615384616,105.3076923076923,13
1991,Washington Bullets,103.26666666666667,109,15
1991,Boston Celtics,106.53333333333333,107.06666666666666,15
1991,Houston Rockets,102.92857142857143,104.14285714285714,14
1991,Milwaukee Bucks,110.25,108.1875,16
1991,Portland Trail Blazers,109.84615384615384,104.6923076923077,13
1991,Miami Heat,101.42857142857143,108.28571428571429,14
1991,Dallas Mavericks,109.46666666666667,108.86666666666666,15
1991,Golden State Warriors,105.16666666666667,110.66666666666667,18
1991,Philadelphia 76ers,95.55555555555556,109.05555555555556,18
1991,Phoenix Suns,117.375,106.4375,16
1991,Utah Jazz,103.53333333333333,105.66666666666667,15
1991,Sacramento Kings,100.72222222222223,110,18
1991,Denver Nuggets,105.95238095238095,115.0952380952381,21
1991,Charlotte Hornets,101.82352941176471,110.3529411764706,17
1991,San Antonio Spurs,100.47058823529412,104.05882352941177,17
1991,Chicago Bulls,111.16666666666667,105.66666666666667,12
1991,Los Angeles Clippers,98.8125,106.5625,16
1991,Seattle SuperSonics,107.375,108.125,16
1991,Detroit Pistons,106.64285714285714,104.92857142857143,14
1991,Minnesota Timberwolves,100.78571428571429,110.71428571428571,14
1991,Cleveland Cavaliers,99.5,110.125,16
1991,New York Knicks,102.92857142857143,107.42857142857143,14
1991,Indiana Pacers,114.07142857142857,112.21428571428571,14
1991,New Jersey Nets,105.9375,107.5,16
1991,Orlando Magic,97.21428571428571,109.64285714285714,14
1991,Atlanta Hawks,106.85714285714286,110.21428571428571,14
1990,Los Angeles Lakers,108.46666666666667,107.53333333333333,15
1990,Minnesota Timberwolves,92.66666666666667,108,15
1990,Houston Rockets,98.8125,103.5,16
1990,Dallas Mavericks,109.4,108.33333333333333,15
1990,Denver Nuggets,107.5,106.5,14
1990,Atlanta Hawks,107.66666666666667,112.38888888888889,18
1990,Golden State Warriors,100.33333333333333,112.44444444444444,18
1990,Milwaukee Bucks,98.61111111111111,108.88888888888889,18
1990,Los Angeles Clippers,94.6,107.3,20
1990,Charlotte Hornets,100.75,110.1,20
1990,Phoenix Suns,104.3125,107.3125,16
1990,New Jersey Nets,95.78947368421052,108.73684210526316,19
1990,Sacramento Kings,94.6875,109.6875,16
1990,Seattle SuperSonics,108.4,110.53333333333333,15
1990,Chicago Bulls,103.28571428571429,110.21428571428571,14
1990,Washington Bullets,106.61538461538461,109.53846153846153,13
1990,Detroit Pistons,100.42857142857143,103.64285714285714,14
1990,Miami Heat,99.84615384615384,109.38461538461539,13
1990,Utah Jazz,98.2,106.86666666666666,15
1990,Philadelphia 76ers,94.75,109.6875,16
1990,Cleveland Cavaliers,101.6470588235294,107.76470588235294,17
1990,New York Knicks,101.6,108.6,15
1990,Portland Trail Blazers,107.53846153846153,104.46153846153847,13
1990,San Antonio Spurs,99.8125,105.5625,16
1990,Indiana Pacers,106.23076923076923,111.38461538461539,13
1990,Boston Celtics,108.15384615384616,108.84615384615384,13
1990,Orlando Magic,101.07142857142857,113.42857142857143,14
1989,Los Angeles Lakers,108.58333333333333,106.83333333333333,12
1989,Portland Trail Blazers,101.82352941176471,108.52941176470588,17
1989,Detroit Pistons,113.76470588235294,104.17647058823529,17
1989,Dallas Mavericks,104.375,108.3125,16
1989,San Antonio Spurs,88.63636363636364,109.77272727272727,22
1989,Denver Nuggets,102.875,106.8125,16
1989,Houston Rockets,99.42857142857143,105.57142857142857,14
1989,Seattle SuperSonics,100.35714285714286,108.78571428571429,14
1989,Milwaukee Bucks,106.41176470588235,106.41176470588235,17
1989,Phoenix Suns,101.41176470588235,107.3529411764706,17
1989,Indiana Pacers,101.11764705882354,111.76470588235294,17
1989,Chicago Bulls,NA,109.25,16
1989,Miami Heat,97.82352941176471,109.52941176470588,17
1989,Atlanta Hawks,104,106.84615384615384,13
1989,Los Angeles Clippers,90.55,110.65,20
1989,Utah Jazz,90.8,103.2,15
1989,Philadelphia 76ers,107.5,111.625,16
1989,Sacramento Kings,102,110,17
1989,Golden State Warriors,104.29411764705883,106.94117647058823,17
1989,Washington Bullets,103.53846153846153,108.6923076923077,13
1989,New Jersey Nets,100.6,109.2,15
1989,Cleveland Cavaliers,106.08333333333333,103.41666666666667,12
1989,Boston Celtics,107,109.76470588235294,17
1989,Charlotte Hornets,104.6875,112.1875,16
1989,New York Knicks,108.6923076923077,108.23076923076923,13
1988,Los Angeles Lakers,116.13333333333334,108,15
1988,New Jersey Nets,97.55,109.35,20
1988,Detroit Pistons,97,105.6,15
1988,Philadelphia 76ers,103.27777777777777,110.88888888888889,18
1988,Denver Nuggets,100,106.5625,16
1988,Houston Rockets,106.6875,106.4375,16
1988,Seattle SuperSonics,110.23076923076923,107.84615384615384,13
1988,Phoenix Suns,103.10526315789474,110.94736842105263,19
1988,San Antonio Spurs,105.05263157894737,113.52631578947368,19
1988,Milwaukee Bucks,95.45,108.7,20
1988,Atlanta Hawks,109.93333333333334,107.13333333333334,15
1988,Chicago Bulls,NA,106.33333333333333,15
1988,Boston Celtics,108.125,109.5625,16
1988,Utah Jazz,98.06666666666666,104.33333333333333,15
1988,Golden State Warriors,100.14285714285714,112.47619047619048,21
1988,Los Angeles Clippers,99.05,107.55,20
1988,Washington Bullets,102.15384615384616,107.07692307692308,13
1988,New York Knicks,94.05,105.75,20
1988,Dallas Mavericks,108.58333333333333,107.25,12
1988,Cleveland Cavaliers,99.76470588235294,106.29411764705883,17
1988,Indiana Pacers,102.38461538461539,106.76923076923077,13
1988,Portland Trail Blazers,100.6875,108.3125,16
1988,Sacramento Kings,103.3125,112.1875,16
1987,Los Angeles Lakers,111.38461538461539,106.46153846153847,13
1987,Detroit Pistons,104.73333333333333,104.33333333333333,15
1987,Dallas Mavericks,109.23076923076923,108.6923076923077,13
1987,New Jersey Nets,101.17647058823529,110.88235294117646,17
1987,Denver Nuggets,103.71428571428571,110.71428571428571,14
1987,Houston Rockets,103.2,106.4,15
1987,Seattle SuperSonics,110.86666666666666,110.4,15
1987,Phoenix Suns,105,110.5,14
1987,San Antonio Spurs,102.11764705882354,110.94117647058823,17
1987,Boston Celtics,97.0625,108,16
1987,Philadelphia 76ers,102.3125,109.0625,16
1987,Washington Bullets,101.13333333333334,107.53333333333333,15
1987,Atlanta Hawks,102.46666666666667,106.26666666666667,15
1987,Golden State Warriors,104.64285714285714,111.71428571428571,14
1987,Cleveland Cavaliers,99.2,106.66666666666667,15
1987,Chicago Bulls,99.11764705882354,107.82352941176471,17
1987,Los Angeles Clippers,97.23529411764706,112.23529411764706,17
1987,New York Knicks,100.77777777777777,111.55555555555556,18
1987,Utah Jazz,103.33333333333333,104.08333333333333,12
1987,Sacramento Kings,99.33333333333333,112.26666666666667,15
1987,Portland Trail Blazers,106.05882352941177,106.94117647058823,17
1987,Milwaukee Bucks,101.5,105.45454545454545,22
1987,Indiana Pacers,101.06666666666666,106,15
1986,Los Angeles Lakers,107.33333333333333,105.26666666666667,15
1986,Utah Jazz,99.07142857142857,105.21428571428571,14
1986,Seattle SuperSonics,97.8125,105.9375,16
1986,New Jersey Nets,109.26666666666667,107.13333333333334,15
1986,Denver Nuggets,105.58333333333333,105.83333333333333,12
1986,San Antonio Spurs,100.22222222222223,108.94444444444444,18
1986,Houston Rockets,107.6923076923077,108,13
1986,Milwaukee Bucks,105.6875,103.1875,16
1986,Phoenix Suns,95.29411764705883,107.58823529411765,17
1986,Philadelphia 76ers,94.5,108.27777777777777,18
1986,Atlanta Hawks,103.4375,106.125,16
1986,Cleveland Cavaliers,102.88235294117646,109,17
1986,Los Angeles Clippers,94,111.52631578947368,19
1986,New York Knicks,95.9375,104.4375,16
1986,Indiana Pacers,100.28571428571429,105.57142857142857,14
1986,Detroit Pistons,96.42857142857143,108.28571428571429,14
1986,Boston Celtics,104.38461538461539,102.92307692307692,13
1986,Dallas Mavericks,108.42857142857143,110.85714285714286,14
1986,Chicago Bulls,105.05882352941177,112.76470588235294,17
1986,Portland Trail Blazers,105,108.38461538461539,13
1986,Sacramento Kings,102,108.42857142857143,14
1986,Washington Bullets,98,103.47368421052632,19
1986,Golden State Warriors,99.57142857142857,111.57142857142857,14
1985,Utah Jazz,97.26666666666667,103.6,15
1985,Seattle SuperSonics,94.46666666666667,108.13333333333334,15
1985,New Jersey Nets,104.52941176470588,108.17647058823529,17
1985,Denver Nuggets,108.83333333333333,108.33333333333333,12
1985,Houston Rockets,105.35714285714286,107.07142857142857,14
1985,Milwaukee Bucks,101.16666666666667,104.55555555555556,18
1985,Phoenix Suns,98.33333333333333,107.4,15
1985,San Antonio Spurs,104.70588235294117,110,17
1985,Philadelphia 76ers,105.92857142857143,107.5,14
1985,Atlanta Hawks,98.88888888888889,108.5,18
1985,Portland Trail Blazers,106.66666666666667,106.83333333333333,12
1985,Cleveland Cavaliers,98.15789473684211,108.73684210526316,19
1985,New York Knicks,98.76923076923077,109,13
1985,Indiana Pacers,98.66666666666667,107.46666666666667,15
1985,Detroit Pistons,94.23529411764706,108.3529411764706,17
1985,Los Angeles Clippers,99.92857142857143,110.42857142857143,14
1985,Kansas City Kings,108.0625,112.5625,16
1985,Los Angeles Lakers,98.71428571428571,107.14285714285714,14
1985,Dallas Mavericks,103.41666666666667,109.83333333333333,12
1985,Chicago Bulls,101.5,109.14285714285714,14
1985,Boston Celtics,105.15384615384616,107.07692307692308,13
1985,Washington Bullets,98.2,104.53333333333333,15
1985,Golden State Warriors,104.38461538461539,113.15384615384616,13
1984,Utah Jazz,105.08333333333333,107.91666666666667,12
1984,Seattle SuperSonics,102.78571428571429,108.71428571428571,14
1984,New Jersey Nets,104.14285714285714,106.21428571428571,14
1984,Denver Nuggets,103.14285714285714,112.21428571428571,14
1984,Houston Rockets,103.6923076923077,108.61538461538461,13
1984,Milwaukee Bucks,109.25,104.4375,16
1984,Phoenix Suns,104.64285714285714,108.14285714285714,14
1984,Philadelphia 76ers,92.8,105.66666666666667,15
1984,Atlanta Hawks,101.88235294117646,107.29411764705883,17
1984,San Antonio Spurs,108.3,111.7,20
1984,Portland Trail Blazers,106.92307692307692,107.23076923076923,13
1984,Cleveland Cavaliers,102,108.46153846153847,13
1984,New York Knicks,104.23076923076923,103.15384615384616,13
1984,Dallas Mavericks,103.84615384615384,109.38461538461539,13
1984,Detroit Pistons,105.42857142857143,108.28571428571429,14
1984,San Diego Clippers,NA,113,16
1984,Kansas City Kings,107.2,107.8,15
1984,Los Angeles Lakers,104.35714285714286,106.71428571428571,14
1984,Indiana Pacers,98.64285714285714,107.14285714285714,14
1984,Washington Bullets,95.85714285714286,107.42857142857143,14
1984,Boston Celtics,104.58333333333333,105,12
1984,Golden State Warriors,103.53333333333333,108.86666666666666,15
1984,Chicago Bulls,100.3076923076923,107.46153846153847,13
1983,Utah Jazz,99.57142857142857,105.5,14
1983,San Diego Clippers,100.5,109.38888888888889,18
1983,New Jersey Nets,98.41176470588235,99.6470588235294,17
1983,Denver Nuggets,103.64285714285714,108.92857142857143,14
1983,Dallas Mavericks,107,109.6923076923077,13
1983,Houston Rockets,94.5,108.21428571428571,14
1983,Milwaukee Bucks,102,101.5625,16
1983,Phoenix Suns,101.92857142857143,101,14
1983,Philadelphia 76ers,101.28571428571429,101.14285714285714,14
1983,San Antonio Spurs,101.22222222222223,106.22222222222223,18
1983,Portland Trail Blazers,102.57142857142857,104.42857142857143,14
1983,New York Knicks,100.14285714285714,99.14285714285714,14
1983,Detroit Pistons,98.66666666666667,105.77777777777777,18
1983,Indiana Pacers,101.07692307692308,108.92307692307692,13
1983,Washington Bullets,93.36842105263158,100.26315789473684,19
1983,Los Angeles Lakers,97.5,105.9375,16
1983,Cleveland Cavaliers,97.66666666666667,106.55555555555556,18
1983,Kansas City Kings,105.21428571428571,104.5,14
1983,Boston Celtics,100.07692307692308,102.6923076923077,13
1983,Golden State Warriors,100.10526315789474,108.15789473684211,19
1983,Atlanta Hawks,98,104.3529411764706,17
1983,Seattle SuperSonics,104.53846153846153,103.23076923076923,13
1983,Chicago Bulls,98.53333333333333,107.66666666666667,15
1982,Utah Jazz,101.53846153846153,112,13
1982,Atlanta Hawks,103.0625,104.875,16
1982,San Diego Clippers,103,114.58823529411765,17
1982,Detroit Pistons,98.72222222222223,106.55555555555556,18
1982,New Jersey Nets,98.625,103.25,16
1982,New York Knicks,100.86666666666666,109.26666666666667,15
1982,Denver Nuggets,109.61538461538461,114.07692307692308,13
1982,Dallas Mavericks,103.53846153846153,110.23076923076923,13
1982,Houston Rockets,103.46153846153847,108.46153846153847,13
1982,Milwaukee Bucks,95.82352941176471,103.52941176470588,17
1982,Phoenix Suns,104.84615384615384,102.46153846153847,13
1982,Philadelphia 76ers,106.23076923076923,103.92307692307692,13
1982,Seattle SuperSonics,103.6875,103.1875,16
1982,Chicago Bulls,103.92857142857143,108.14285714285714,14
1982,Golden State Warriors,107.23076923076923,107.3076923076923,13
1982,Cleveland Cavaliers,96.82608695652173,111.52173913043478,23
1982,Indiana Pacers,99.53846153846153,104.46153846153847,13
1982,Portland Trail Blazers,100.66666666666667,108.8,15
1982,Los Angeles Lakers,104.64285714285714,105.64285714285714,14
1982,Washington Bullets,99.3076923076923,102.92307692307692,13
1982,Boston Celtics,104.21428571428571,104.35714285714286,14
1982,Kansas City Kings,100.5625,106.25,16
1982,San Antonio Spurs,107.41176470588235,108,17
1981,Dallas Mavericks,92.42857142857143,110.71428571428571,21
1981,Utah Jazz,96.5,108.875,16
1981,Los Angeles Lakers,101.78571428571429,103.85714285714286,14
1981,Denver Nuggets,100.125,109.1875,16
1981,Houston Rockets,100.92307692307692,107.76923076923077,13
1981,Phoenix Suns,103,99.45454545454545,11
1981,Washington Bullets,93.05555555555556,102.83333333333333,18
1981,Philadelphia 76ers,113.38461538461539,99.46153846153847,13
1981,Atlanta Hawks,100.13333333333334,107.26666666666667,15
1981,Seattle SuperSonics,96.4,105.46666666666667,15
1981,Chicago Bulls,102.15384615384616,106,13
1981,Golden State Warriors,98.88235294117646,110.52941176470588,17
1981,New York Knicks,103.54545454545455,105.18181818181819,11
1981,Cleveland Cavaliers,98.72222222222223,108.55555555555556,18
1981,Indiana Pacers,100.57142857142857,105,14
1981,Portland Trail Blazers,101.07142857142857,105.14285714285714,14
1981,New Jersey Nets,99.35714285714286,105.92857142857143,14
1981,Milwaukee Bucks,106.9090909090909,101.72727272727273,11
1981,Detroit Pistons,88.6875,104.625,16
1981,San Diego Clippers,94.35714285714286,107.92857142857143,14
1981,Boston Celtics,102.58333333333333,103.58333333333333,12
1981,San Antonio Spurs,107.35714285714286,105.5,14
1981,Kansas City Kings,101.42857142857143,104.64285714285714,14
1980,Portland Trail Blazers,101.2,103.93333333333334,15
1980,Utah Jazz,97.8,110.65,20
1980,Philadelphia 76ers,97.21428571428571,102.92857142857143,14
1980,Indiana Pacers,97.8125,105.75,16
1980,Denver Nuggets,101.93333333333334,107.53333333333333,15
1980,Houston Rockets,102.53333333333333,108.46666666666667,15
1980,Phoenix Suns,103.25,101.75,12
1980,Atlanta Hawks,99.2,102.8,15
1980,Chicago Bulls,104.33333333333333,107,15
1980,Cleveland Cavaliers,99.06666666666666,106.8,15
1980,New York Knicks,103.23076923076923,108.46153846153847,13
1980,Kansas City Kings,99.07142857142857,101.28571428571429,14
1980,San Diego Clippers,96.8,110.26666666666667,15
1980,San Antonio Spurs,100.53333333333333,108.8,15
1980,Washington Bullets,98.11764705882354,105.88235294117646,17
1980,New Jersey Nets,100.625,103.0625,16
1980,Detroit Pistons,101.41176470588235,109.11764705882354,17
1980,Milwaukee Bucks,106.25,102.66666666666667,12
1980,Los Angeles Lakers,99.8,104.53333333333333,15
1980,Golden State Warriors,96.78571428571429,106.78571428571429,14
1980,Boston Celtics,107.58333333333333,102.33333333333333,12
1980,Seattle SuperSonics,103.27272727272727,101.36363636363636,11
1979,New Orleans Jazz,95.66666666666667,105.73333333333333,15
1979,Los Angeles Lakers,101.53846153846153,103.84615384615384,13
1979,New Jersey Nets,97.57142857142857,102.21428571428571,14
1979,Philadelphia 76ers,93.28571428571429,101.07142857142857,14
1979,Indiana Pacers,102.46153846153847,104.46153846153847,13
1979,San Antonio Spurs,104.75,102.41666666666667,12
1979,Houston Rockets,111.15384615384616,107.61538461538461,13
1979,Phoenix Suns,102.07692307692308,102.76923076923077,13
1979,Chicago Bulls,90.07142857142857,106,14
1979,Detroit Pistons,91.5,103.9,20
1979,Denver Nuggets,98.15384615384616,102.92307692307692,13
1979,Atlanta Hawks,102.6923076923077,103.61538461538461,13
1979,Cleveland Cavaliers,102.07142857142857,107.5,14
1979,Kansas City Kings,99.64285714285714,101.71428571428571,14
1979,Boston Celtics,97.27777777777777,106.44444444444444,18
1979,San Diego Clippers,92.46666666666667,108.26666666666667,15
1979,Washington Bullets,104.5,103.58333333333333,12
1979,Portland Trail Blazers,99.13333333333334,103.33333333333333,15
1979,New York Knicks,98.875,105.0625,16
1979,Milwaukee Bucks,NA,104.57142857142857,14
1979,Golden State Warriors,99.71428571428571,102.35714285714286,14
1979,Seattle SuperSonics,102.5,101.07142857142857,14
1978,New Orleans Jazz,98.15384615384616,100.76923076923077,13
1978,Indiana Pacers,103.47058823529412,103,17
1978,Los Angeles Lakers,98.6875,101.25,16
1978,Detroit Pistons,98.33333333333333,101.88888888888889,18
1978,Seattle SuperSonics,89.53333333333333,99.13333333333334,15
1978,New Jersey Nets,91.05555555555556,100.83333333333333,18
1978,Milwaukee Bucks,99.35714285714286,102.92857142857143,14
1978,San Antonio Spurs,99.35714285714286,102.57142857142857,14
1978,Houston Rockets,94.63157894736842,106.89473684210526,19
1978,Phoenix Suns,96.58333333333333,97.33333333333333,12
1978,Kansas City Kings,93.8,102.26666666666667,15
1978,Denver Nuggets,97.26666666666667,101.06666666666666,15
1978,Atlanta Hawks,98.23076923076923,99.92307692307692,13
1978,Chicago Bulls,91.4375,103.875,16
1978,Cleveland Cavaliers,97.75,99.91666666666667,12
1978,Portland Trail Blazers,100.26666666666667,97.93333333333334,15
1978,Buffalo Braves,96.5,103.88888888888889,18
1978,Boston Celtics,90.83333333333333,100.11111111111111,18
1978,Washington Bullets,99.41666666666667,100.91666666666667,12
1978,New York Knicks,102.08333333333333,102.5,12
1978,Philadelphia 76ers,97.28571428571429,99.85714285714286,14
1978,Golden State Warriors,97,99.5,14
1977,New Orleans Jazz,NA,99.5,14
1977,Buffalo Braves,NA,101.52631578947368,19
1977,Detroit Pistons,NA,101.57142857142857,14
1977,New York Nets,NA,98.77777777777777,18
1977,Milwaukee Bucks,NA,103.29411764705883,17
1977,San Antonio Spurs,NA,103.07142857142857,14
1977,Los Angeles Lakers,NA,100.06666666666666,15
1977,Phoenix Suns,NA,97.84615384615384,13
1977,Kansas City Kings,NA,100.25,12
1977,Atlanta Hawks,NA,101.5625,16
1977,Chicago Bulls,NA,98.58823529411765,17
1977,Cleveland Cavaliers,NA,98.8,15
1977,New York Knicks,NA,100.5625,16
1977,Portland Trail Blazers,NA,98.92307692307692,13
1977,Indiana Pacers,NA,101.9375,16
1977,Seattle SuperSonics,NA,99,15
1977,Washington Bullets,NA,99.13333333333334,15
1977,Denver Nuggets,NA,96.78571428571429,14
1977,Boston Celtics,NA,98.38461538461539,13
1977,Philadelphia 76ers,NA,98.07142857142857,14
1977,Houston Rockets,NA,103,14
1977,Golden State Warriors,NA,99.5,14
1976,New Orleans Jazz,NA,97.3076923076923,13
1976,Seattle SuperSonics,NA,99.33333333333333,15
1976,Detroit Pistons,NA,100.5,16
1976,New York Nets,102,101.92857142857143,14
1976,Utah Stars,106.08333333333333,108.66666666666667,12
1976,San Antonio Spurs,111.9375,104.125,16
1976,Kentucky Colonels,96,102.61111111111111,18
1976,Phoenix Suns,NA,98.4,15
1976,Cleveland Cavaliers,NA,96.86666666666666,15
1976,Portland Trail Blazers,NA,98.33333333333333,15
1976,Spirits of St. Louis,101.5,104.5,18
1976,New York Knicks,NA,98.73333333333333,15
1976,Indiana Pacers,100.06666666666666,104.86666666666666,15
1976,Kansas City Kings,NA,99.78571428571429,14
1976,Atlanta Hawks,NA,101,13
1976,Philadelphia 76ers,NA,98.6,15
1976,Virginia Squires,96.61111111111111,108.27777777777777,18
1976,San Diego Sails,96.27272727272727,104.0909090909091,11
1976,Milwaukee Bucks,NA,99.5,12
1976,Chicago Bulls,NA,97.1875,16
1976,Buffalo Braves,NA,99.13333333333334,15
1976,Denver Nuggets,100.42857142857143,103.57142857142857,14
1976,Golden State Warriors,NA,94.83333333333333,12
1976,Los Angeles Lakers,NA,99.17647058823529,17
1976,Houston Rockets,NA,101.15384615384616,13
1976,Boston Celtics,NA,97.84615384615384,13
1976,Washington Bullets,NA,96.41666666666667,12
1975,New Orleans Jazz,NA,98.63636363636364,22
1975,Detroit Pistons,NA,99.64285714285714,14
1975,New York Nets,101.33333333333333,99.75,12
1975,Utah Stars,96.78571428571429,105.28571428571429,14
1975,Philadelphia 76ers,NA,99.125,16
1975,Seattle SuperSonics,NA,98.35714285714286,14
1975,San Diego Conquistadors,100.13333333333334,108.93333333333334,15
1975,Kentucky Colonels,102.76923076923077,98.84615384615384,13
1975,Virginia Squires,94.8125,108.4375,16
1975,Cleveland Cavaliers,NA,97.91666666666667,12
1975,Portland Trail Blazers,NA,97.75,12
1975,Boston Celtics,NA,95.07142857142857,14
1975,Spirits of St. Louis,98.88888888888889,106.88888888888889,18
1975,Buffalo Braves,NA,98.61538461538461,13
1975,New York Knicks,NA,98.9375,16
1975,Los Angeles Lakers,NA,100.06666666666666,15
1975,Golden State Warriors,NA,97.38461538461539,13
1975,Chicago Bulls,NA,94.21428571428571,14
1975,Indiana Pacers,104.5,106.33333333333333,12
1975,Memphis Sounds,99.71428571428571,108.14285714285714,14
1975,Milwaukee Bucks,NA,99,16
1975,Atlanta Hawks,NA,99.76923076923077,13
1975,San Antonio Spurs,106.5,104.91666666666667,12
1975,Denver Nuggets,107,103.36363636363636,11
1975,Houston Rockets,NA,99,12
1975,Phoenix Suns,NA,98.53846153846153,13
1975,Washington Bullets,NA,92.61538461538461,13
1975,Kansas City-Omaha Kings,NA,97.28571428571429,14
1974,Denver Rockets,102.75,104.16666666666667,12
1974,Philadelphia 76ers,NA,99.07692307692308,13
1974,New York Knicks,NA,95.94117647058823,17
1974,Capital Bullets,NA,94.42857142857143,14
1974,Boston Celtics,NA,95.16666666666667,12
1974,Kentucky Colonels,96.94117647058823,100.82352941176471,17
1974,Cleveland Cavaliers,NA,100,13
1974,Virginia Squires,94.8,105.26666666666667,15
1974,Detroit Pistons,NA,94.41666666666667,12
1974,Portland Trail Blazers,NA,103.28571428571429,14
1974,Los Angeles Lakers,NA,96.84615384615384,13
1974,Phoenix Suns,NA,101.42857142857143,14
1974,Indiana Pacers,98.42857142857143,101.92857142857143,14
1974,New York Nets,100,99.25,16
1974,Carolina Cougars,102.76923076923077,103,13
1974,San Diego Conquistadors,100,105.6,15
1974,San Antonio Spurs,103,101.4375,16
1974,Milwaukee Bucks,NA,93.92857142857143,14
1974,Buffalo Braves,NA,100,15
1974,Chicago Bulls,NA,93.91666666666667,12
1974,Utah Stars,101.85714285714286,105.71428571428571,14
1974,Seattle SuperSonics,NA,99.28571428571429,14
1974,Golden State Warriors,NA,98.0909090909091,11
1974,Houston Rockets,NA,100.23529411764706,17
1974,Memphis Tams,94.88888888888889,108.44444444444444,18
1974,Atlanta Hawks,NA,99,12
1974,Kansas City-Omaha Kings,NA,100.94117647058823,17
